RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
RG	s62920	chr2	121224322	124014177	2789856	376	7.8
RG	s62920	chr2	131352890	131514576	161687	197	20.7
RG	s62920	chr2	140233088	140598556	365469	294	18.0
RG	s62920	chr2	156325657	157257920	932264	125	7.5
RG	s62920	chr2	164685967	165090020	404054	205	21.3
RG	s62920	chr2	217804502	217879180	74679	168	33.8
RG	s62920	chr2	218636023	219167820	531798	810	27.4
RG	s62920	chr2	227813900	227981615	167716	101	16.3
RG	s64910	chr2	31526108	33110428	1584321	889	47.7
RG	s64910	chr2	86442039	86930104	488066	333	12.8
RG	s64910	chr2	111965114	112074864	109751	161	17.2
RG	s64910	chr2	112433433	112564257	130825	113	9.7
RG	s64910	chr2	131442541	131514576	72036	182	26.7
RG	s64910	chr2	175930118	177212581	1282464	295	42.2
RG	s64910	chr2	183078871	185782746	2703876	237	8.3
RG	s64910	chr2	218398242	218479476	81235	211	9.7
RG	s64910	chr2	238225000	239107989	882990	418	14.3
RG	s64910	chr2	239762800	240694497	931698	774	72.9
RG	s64910	chr2	240717496	242095042	1377547	2218	75.3
RG	s68969	chr2	1744313	3189259	1444947	142	21.9
RG	s68969	chr2	3637459	4088390	450932	191	28.9
RG	s68969	chr2	39704338	45389174	5684837	1796	62.1
RG	s68969	chr2	97513170	97723901	210732	143	20.4
RG	s68969	chr2	106698281	107826825	1128545	45	18.3
RG	s68969	chr2	110768515	111833199	1064685	249	8.6
RG	s68969	chr2	111863797	112299827	436031	394	34.7
RG	s68969	chr2	117814722	118092871	278150	248	48.8
RG	s68969	chr2	135709420	136114842	405423	361	34.4
RG	s68969	chr2	153478329	157257920	3779592	228	15.2
RG	s68969	chr2	178789278	179443261	653984	325	9.6
RG	s68969	chr2	181494851	181656670	161820	177	16.6
RG	s68969	chr2	206004420	206410052	405633	268	16.7
RG	s68969	chr2	206738413	206939486	201074	169	35.5
RG	s68969	chr2	215391504	215943348	551845	167	31.6
RG	s68969	chr2	227813900	229025525	1211626	226	40.1
RG	s68969	chr2	238140834	238224967	84134	180	7.9
RG	s68969	chr2	239943102	240126500	183399	174	11.6
RG	s68969	chr2	241132817	241229522	96706	297	14.3
RG	s68970	chr2	41366	3189259	3147894	775	57.1
RG	s68970	chr2	3637459	4088390	450932	190	30.0
RG	s68970	chr2	6650459	14633894	7983436	2431	64.5
RG	s68970	chr2	15353471	15534438	180968	172	30.3
RG	s68970	chr2	19896948	20202177	305230	275	40.1
RG	s68970	chr2	27492246	27693539	201294	465	23.4
RG	s68970	chr2	30459504	35471340	5011837	1986	67.5
RG	s68970	chr2	36966305	37929209	962905	717	38.1
RG	s68970	chr2	46941540	47310689	369150	243	8.3
RG	s68970	chr2	47660901	55867012	8206112	2588	68.8
RG	s68970	chr2	97513170	97645939	132770	69	19.1
RG	s68970	chr2	113628597	117814639	4186043	379	21.7
RG	s68970	chr2	119157673	120127640	969968	593	24.2
RG	s68970	chr2	189034121	189561687	527567	418	54.4
RG	s68970	chr2	218135007	218398164	263158	497	31.7
RG	s68970	chr2	218427989	218635851	207863	330	19.9
RG	s68970	chr2	218640742	218745039	104298	279	24.5
RG	s68970	chr2	233792672	233979999	187328	451	49.1
RG	s68970	chr2	239895201	240126500	231300	173	13.7
RG	s68970	chr2	240895227	240967254	72028	162	21.4
RG	s68970	chr2	240989785	241214809	225025	602	47.0
RG	s68970	chr2	241650896	241740931	90036	215	31.0
RG	s69003	chr2	3189268	8682064	5492797	777	67.9
RG	s69003	chr2	17510782	17930918	420137	306	3.6
RG	s69003	chr2	58048387	60756353	2707967	182	14.0
RG	s69003	chr2	61826418	72132183	10305766	3826	64.3
RG	s69003	chr2	72465045	73684836	1219792	834	40.9
RG	s69003	chr2	73700570	85343034	11642465	2756	57.6
RG	s69003	chr2	85343923	87128584	1784662	1576	62.0
RG	s69003	chr2	87973238	89027328	1054091	636	48.0
RG	s69003	chr2	89117478	91486795	2369318	339	23.8
RG	s69003	chr2	94799109	95460258	661150	391	26.1
RG	s69003	chr2	95792200	95935361	143162	136	6.9
RG	s69003	chr2	96019104	96977617	958514	1083	56.3
RG	s69003	chr2	97241501	105854871	8613371	3312	67.2
RG	s69003	chr2	117814722	118013874	199153	243	43.5
RG	s69003	chr2	172427802	173182871	755070	411	16.5
RG	s69003	chr2	190057186	190436048	378863	187	32.6
RG	s69003	chr2	199272697	202135967	2863271	2039	64.1
RG	s69003	chr2	202154817	208237022	6082206	2390	55.9
RG	s69003	chr2	219514453	219558434	43982	200	34.6
RG	s69003	chr2	226794921	227108379	313459	306	48.2
RG	s69003	chr2	227259986	227340213	80228	213	35.8
RG	s69003	chr2	229767552	230996123	1228572	1000	52.7
RG	s69003	chr2	230999662	240691748	9692087	6238	72.4
RG	s69003	chr2	240692422	242094750	1402329	2198	74.9
RG	s72333	chr2	26176345	27079295	902951	816	12.9
RG	s72333	chr2	36510068	36893800	383733	242	31.7
RG	s72333	chr2	39265168	41938614	2673447	187	16.2
RG	s72333	chr2	127257469	127605781	348313	307	11.0
RG	s72755	chr2	64973479	68173323	3199845	346	19.4
RG	s72755	chr2	68365364	69326125	960762	302	11.5
RG	s72755	chr2	238265466	239053135	787670	124	17.1
RG	s75638	chr2	54526616	54813175	286560	182	8.8
RG	s75638	chr2	136882102	138550150	1668049	174	17.6
RG	s75638	chr2	200308985	200812786	503802	297	13.0
RG	s75638	chr2	205499905	206445276	945372	332	31.5
RG	s75638	chr2	215312421	215415030	102610	214	14.7
RG	s75638	chr2	237257340	237368546	111207	197	28.0
RG	s75933	chr2	86027507	86098479	70973	125	35.4
RG	s75933	chr2	100006668	100470432	463765	114	8.8
RG	s76922	chr2	9841543	9933654	92112	103	19.4
RG	s76922	chr2	10723067	10837317	114251	178	35.8
RG	s76922	chr2	15353471	15700381	346911	356	51.5
RG	s76922	chr2	19913460	20033041	119582	205	9.0
RG	s76922	chr2	31174830	31234492	59663	161	7.0
RG	s76922	chr2	46572713	46816792	244080	147	6.0
RG	s76922	chr2	47385017	47660875	275859	146	10.8
RG	s76922	chr2	85661432	85840036	178605	140	10.0
RG	s76922	chr2	127612314	127701384	89071	251	9.6
RG	s76922	chr2	131443629	131527783	84155	214	66.5
RG	s76922	chr2	135769889	136114842	344954	296	23.6
RG	s76922	chr2	165991410	166405459	414050	376	38.2
RG	s76922	chr2	169181452	169288874	107423	270	29.0
RG	s76922	chr2	177392663	178306087	913425	404	53.4
RG	s76922	chr2	178777226	178978450	201225	297	14.0
RG	s76922	chr2	185743188	185808588	65401	256	24.9
RG	s76922	chr2	189034121	189561687	527567	419	6.9
RG	s76922	chr2	190244807	190659004	414198	234	25.1
RG	s76922	chr2	215311988	215370168	58181	146	10.5
RG	s76922	chr2	218135007	218356632	221626	340	14.7
RG	s76922	chr2	219222366	219245915	23550	184	11.0
RG	s76922	chr2	224814134	226794867	1980734	212	12.4
RG	s76922	chr2	227813900	228108667	294768	181	9.6
RG	s76922	chr2	233477381	233617689	140309	182	20.0
RG	s79438	chr2	10572144	10810133	237990	219	13.0
RG	s79438	chr2	31234847	31868512	633666	224	11.9
RG	s79438	chr2	36441167	43586364	7145198	2252	23.7
RG	s79438	chr2	43644701	43943642	298942	426	36.1
RG	s79438	chr2	45976654	46346869	370216	44	4.6
RG	s79438	chr2	46758713	47073700	314988	161	11.8
RG	s79438	chr2	48580590	48962659	382070	175	41.4
RG	s79438	chr2	49921889	53919177	3997289	384	21.4
RG	s79438	chr2	56192648	60541828	4349181	157	19.2
RG	s79438	chr2	61294912	63121982	1827071	470	22.2
RG	s79438	chr2	131443893	132645032	1201140	108	3.6
RG	s79438	chr2	226864684	227042040	177357	69	12.7
RG	s79438	chr2	241403843	242094839	690997	539	38.9
RG	s79588	chr2	10572144	10667337	95194	97	8.3
RG	s79588	chr2	10723067	10837317	114251	170	35.3
RG	s79588	chr2	43644701	43819834	175134	311	19.5
RG	s79588	chr2	53885649	54254820	369172	234	18.2
RG	s79588	chr2	86144394	86720641	576248	355	43.8
RG	s79588	chr2	89117478	91486795	2369318	345	11.9
RG	s79588	chr2	96691286	96853321	162036	212	35.4
RG	s79588	chr2	97545641	97859451	313811	330	22.8
RG	s79588	chr2	102338193	102619841	281649	348	54.5
RG	s79588	chr2	115064683	119366290	4301608	670	41.5
RG	s79588	chr2	119810095	120797174	987080	286	47.4
RG	s79588	chr2	120982618	124014177	3031560	427	33.2
RG	s79588	chr2	157995111	162394324	4399214	2187	56.1
RG	s79588	chr2	188477667	189034024	556358	267	9.4
RG	s79588	chr2	218217468	218382140	164673	354	33.1
RG	s79588	chr2	218608011	218860143	252133	514	9.5
RG	s79588	chr2	230327229	230416076	88848	117	16.9
RG	s79588	chr2	232522679	232605998	83320	171	12.4
RG	s79588	chr2	233251597	233434400	182804	205	19.0
RG	s79588	chr2	239895201	240139054	243854	224	34.5
RG	s79588	chr2	241062889	241188486	125598	388	18.6
RG	s79588	chr2	241212102	241666527	454426	575	27.7
RG	s79717	chr2	14633970	15503983	870014	276	22.6
RG	s79717	chr2	19352170	20251533	899364	342	14.1
RG	s79717	chr2	28840317	28994868	154552	149	6.9
RG	s79717	chr2	61070454	61826379	755926	668	26.6
RG	s79717	chr2	63045331	64454504	1409174	421	30.1
RG	s79717	chr2	66358439	68317004	1958566	273	17.8
RG	s79717	chr2	69326125	69861213	535089	375	22.2
RG	s79717	chr2	70808950	70835498	26549	85	41.1
RG	s79717	chr2	73489654	73684836	195183	211	11.1
RG	s79717	chr2	102338193	102524988	186796	325	44.5
RG	s79717	chr2	107987962	108781177	793216	463	39.8
RG	s79717	chr2	151250823	151501526	250704	393	39.2
RG	s79717	chr2	200412363	200634655	222293	258	19.2
RG	s79717	chr2	212426429	227052293	14625865	6469	71.6
RG	s79717	chr2	231331760	231707587	375828	231	6.0
RG	sSY005	chr2	88698406	88801048	102643	48	7.7
RG	sSY005	chr2	112482376	112721398	239023	168	9.3
RG	sSY005	chr2	185547372	186486494	939123	307	47.9
RG	sSY005	chr2	197392243	199272613	1880371	385	7.6
RG	sSY005	chr2	208121566	208180656	59091	90	7.6
RG	sSY005	chr2	215370366	215943348	572983	195	18.6
RG	sSY005	chr2	219514821	219597826	83006	199	25.5
RG	sSY125	chr2	1493873	5692887	4199015	387	27.7
RG	sSY125	chr2	9279286	9845299	566014	253	7.8
RG	sSY125	chr2	25928976	26364328	435353	208	9.9
RG	sSY125	chr2	131591954	135200069	3608116	445	19.9
RG	sSY125	chr2	136882182	142885265	6003084	593	34.5
RG	sSY125	chr2	181892672	182522237	629566	126	19.8
RG	sSY138	chr2	99162272	100470432	1308161	408	14.2
RG	sSY138	chr2	169537909	170335540	797632	420	15.8
RG	sSY138	chr2	186495158	189034024	2538867	494	13.1
RG	sSY138	chr2	241062889	241373044	310156	395	12.0
RG	sSY142	chr2	3189268	3671046	481779	205	22.1
RG	sSY142	chr2	88947333	89914145	966813	150	6.0
RG	sSY148	chr2	185547372	186740202	1192831	417	33.0
RG	sSY148	chr2	195680018	196201226	521209	397	6.4
RG	sSY148	chr2	233256213	233671848	415636	386	26.4
RG	sSY155	chr2	219266587	221426109	2159523	560	16.8
RG	sSY155	chr2	227246888	227347314	100427	185	17.3
RG	sSY217	chr2	73408531	73670991	262461	237	7.5
RG	sSY217	chr2	185547372	186486494	939123	278	14.5
RG	s100097	chr3	6770026	10043596	3273571	1884	70.7
RG	s100097	chr3	10046516	11860508	1813993	1074	70.4
RG	s100097	chr3	11882965	49688496	37805532	16729	66.1
RG	s100097	chr3	49697117	50113262	416146	698	35.7
RG	s100097	chr3	50159664	58365765	8206102	6568	69.5
RG	s100097	chr3	58382463	69061742	10679280	2149	57.1
RG	s100097	chr3	69075566	75599462	6523897	963	48.0
RG	s100097	chr3	75730380	76434949	704570	335	72.2
RG	s100097	chr3	98007782	98469406	461625	315	33.1
RG	s100097	chr3	112057059	112333111	276053	320	44.2
RG	s100097	chr3	121509553	121911481	401929	483	37.0
RG	s100097	chr3	151185405	161429345	10243941	2776	57.7
RG	s100097	chr3	164171287	173604458	9433172	2400	57.9
RG	s100097	chr3	183650569	183921082	270514	295	12.4
RG	s103222	chr3	15670590	16260528	589939	208	21.2
RG	s103222	chr3	26709599	27418217	708619	302	33.6
RG	s103222	chr3	56295951	56729200	433250	284	17.6
RG	s103222	chr3	64444611	65356485	911875	235	20.3
RG	s103222	chr3	66304276	66998338	694063	176	52.8
RG	s103222	chr3	72378417	73383297	1004881	204	12.4
RG	s103222	chr3	108405367	108605296	199930	314	10.2
RG	s103222	chr3	124562757	124712862	150106	169	18.0
RG	s103222	chr3	130376188	130400922	24735	47	22.0
RG	s103222	chr3	130409037	130560438	151402	117	42.8
RG	s103222	chr3	158644567	158802066	157500	196	11.7
RG	s103222	chr3	165773369	167789038	2015670	385	22.6
RG	s103247	chr3	26709599	27418217	708619	301	33.9
RG	s103247	chr3	38007757	38092729	84973	143	28.8
RG	s103247	chr3	41221789	42091414	869626	258	23.7
RG	s103247	chr3	52520719	52777533	256815	428	11.5
RG	s103247	chr3	58192668	58566602	373935	364	31.8
RG	s103247	chr3	112466080	113216244	750165	382	10.9
RG	s103247	chr3	113250070	113592769	342700	517	21.5
RG	s103247	chr3	119597815	119863330	265516	281	15.6
RG	s103247	chr3	139163234	139599399	436166	234	42.1
RG	s103247	chr3	187368571	188179067	810497	142	28.2
RG	s103247	chr3	196027292	196198232	170941	112	9.5
RG	s103248	chr3	44629125	45146032	516908	619	30.1
RG	s103248	chr3	53818172	54503345	685174	273	21.7
RG	s103248	chr3	54752704	55470054	717351	182	31.5
RG	s103248	chr3	72378417	73383297	1004881	204	11.1
RG	s103248	chr3	101304032	105367206	4063175	486	10.8
RG	s103248	chr3	127387278	128462346	1075069	441	24.8
RG	s103248	chr3	150873141	151443087	569947	411	13.9
RG	s103248	chr3	180602873	186538632	5935760	3406	63.9
RG	s103248	chr3	187668926	188406157	737232	140	35.7
RG	s103282	chr3	15174922	15269629	94708	161	25.9
RG	s103282	chr3	15304411	15560967	256557	209	20.5
RG	s103282	chr3	16588567	16637742	49176	70	42.6
RG	s103282	chr3	40150968	41211007	1060040	296	11.5
RG	s103282	chr3	47562587	48404571	841985	614	46.0
RG	s103282	chr3	53091820	53650665	558846	323	28.5
RG	s103282	chr3	53801571	54123461	321891	269	26.9
RG	s103282	chr3	112217360	112286576	69217	85	18.7
RG	s103282	chr3	121634239	121922065	287827	341	12.0
RG	s103282	chr3	130021988	130439433	417446	162	6.3
RG	s103282	chr3	138062713	138314339	251627	295	32.6
RG	s103282	chr3	138372801	138655306	282506	240	24.4
RG	s103282	chr3	148986173	149369617	383445	475	5.7
RG	s103282	chr3	157148093	157413962	265870	94	11.7
RG	s103282	chr3	191262788	191461136	198349	125	16.2
RG	s108121	chr3	27111192	27376735	265544	212	25.7
RG	s108121	chr3	33277185	35681632	2404448	443	35.6
RG	s108121	chr3	44890778	45085460	194683	157	22.1
RG	s108121	chr3	45827312	46203135	375824	222	37.0
RG	s108121	chr3	58256482	58498653	242172	228	21.4
RG	s108121	chr3	101226158	101564714	338557	250	42.2
RG	s108121	chr3	112179535	112465925	286391	201	20.4
RG	s108121	chr3	124632382	124712862	80481	158	20.1
RG	s108121	chr3	166862053	167441933	579881	117	16.8
RG	s113066	chr3	9725749	9866972	141224	404	35.2
RG	s113066	chr3	10234381	10371657	137277	253	26.4
RG	s113066	chr3	33798622	36380572	2581951	224	9.6
RG	s113066	chr3	38707422	38846546	139125	150	20.9
RG	s113066	chr3	39332202	39900628	568427	134	30.9
RG	s113066	chr3	40309713	41565897	1256185	309	15.2
RG	s113066	chr3	46671004	46705667	34664	128	6.0
RG	s113066	chr3	49510436	49962593	452158	862	37.2
RG	s113066	chr3	58008464	58131648	123185	165	34.3
RG	s113066	chr3	64594319	64681217	86899	142	14.6
RG	s113066	chr3	100261027	100609716	348690	255	12.4
RG	s113066	chr3	101242639	101724430	481792	366	15.5
RG	s113066	chr3	124410054	124712862	302809	282	24.6
RG	s113066	chr3	128052099	128462346	410248	135	39.0
RG	s113066	chr3	129249616	129569829	320214	628	34.6
RG	s113066	chr3	155743118	156514195	771078	230	17.7
RG	s113066	chr3	178807346	179375177	567832	302	45.7
RG	s113066	chr3	197912541	198215360	302820	199	7.7
RG	s113915	chr3	37416634	37911533	494900	139	22.5
RG	s113915	chr3	41705065	42091414	386350	110	35.3
RG	s113915	chr3	113216266	113358598	142333	176	24.4
RG	s113915	chr3	113416498	113649636	233139	219	15.1
RG	s114193	chr3	6861610	8881308	2019699	221	4.8
RG	s114193	chr3	9780490	9902624	122135	220	12.1
RG	s114951	chr3	26709599	28241877	1532279	296	42.4
RG	s114951	chr3	68880647	69187858	307212	266	49.5
RG	s114951	chr3	191212498	192143847	931350	104	32.2
RG	s115318	chr3	9786981	9866972	79992	213	9.8
RG	s115318	chr3	19882589	20040847	158259	173	36.0
RG	s115318	chr3	44114406	44593935	479530	314	10.5
RG	s115318	chr3	44629125	45085460	456336	557	47.3
RG	s115318	chr3	49305742	49624883	319142	217	13.6
RG	s115318	chr3	121676919	122254105	577187	455	39.2
RG	s115318	chr3	128893542	128971543	78002	153	10.3
RG	s115318	chr3	158732380	158802066	69687	34	47.5
RG	s115318	chr3	197912541	198119703	207163	156	20.9
RG	s115319	chr3	14819019	16316640	1497622	1077	57.7
RG	s115319	chr3	16357738	18266944	1909207	299	14.8
RG	s115319	chr3	27252064	27484164	232101	262	20.7
RG	s115319	chr3	29868918	32106593	2237676	418	29.5
RG	s115319	chr3	45146045	46678276	1532232	925	45.7
RG	s115319	chr3	46809517	47083660	274144	432	57.6
RG	s115319	chr3	47228576	48372141	1143566	951	40.0
RG	s115319	chr3	48457465	49108239	650775	1307	26.4
RG	s115319	chr3	49697117	50353142	656026	1194	55.0
RG	s115319	chr3	53178375	53234949	56575	166	5.4
RG	s115319	chr3	119782666	120596114	813449	248	7.4
RG	s115321	chr3	11839145	12140454	301310	80	15.4
RG	s115321	chr3	15304411	15670582	366172	343	23.9
RG	s115321	chr3	42690797	43303224	612428	345	10.1
RG	s115321	chr3	44629125	45085460	456336	557	46.8
RG	s115321	chr3	49305742	49624883	319142	218	12.2
RG	s115321	chr3	56434777	56729200	294424	274	23.9
RG	s115321	chr3	97986735	98469406	482672	321	37.3
RG	s115321	chr3	130930477	131669579	739103	385	14.6
RG	s115321	chr3	148741158	151425603	2684446	1456	52.7
RG	s115321	chr3	151734050	159764300	8030251	1770	52.9
RG	s115321	chr3	160411955	169663236	9251282	1387	52.7
RG	s115321	chr3	169821874	173604458	3782585	1342	40.5
RG	s115321	chr3	183491864	183921082	429219	339	18.5
RG	s115321	chr3	191212498	195618565	4406068	1472	63.7
RG	s115321	chr3	195785815	195864004	78190	165	8.8
RG	s115321	chr3	195997460	197060040	1062581	942	62.3
RG	s115321	chr3	197650296	198169930	519635	595	42.3
RG	s122565	chr3	129476255	130376188	899934	318	24.0
RG	s122565	chr3	149321303	150409292	1087990	218	21.9
RG	s122565	chr3	167240665	167602053	361389	206	10.9
RG	s124939	chr3	2883112	3053651	170540	105	17.3
RG	s124939	chr3	4229406	4680386	450981	219	7.5
RG	s124939	chr3	9964010	10043596	79587	177	31.4
RG	s124939	chr3	10072876	10200279	127404	192	48.9
RG	s124939	chr3	15383930	15496269	112340	178	11.4
RG	s124939	chr3	26709599	27290516	580918	147	6.3
RG	s124939	chr3	35681666	36380500	698835	118	6.9
RG	s124939	chr3	36991770	37416586	424817	422	39.9
RG	s124939	chr3	42091553	42397210	305658	143	20.5
RG	s124939	chr3	48158758	48404571	245814	232	30.1
RG	s124939	chr3	56592848	56958746	365899	286	39.5
RG	s124939	chr3	75730380	77040548	1310169	337	71.9
RG	s124939	chr3	78598830	79507827	908998	180	26.6
RG	s124939	chr3	86947061	96350428	9403368	549	15.8
RG	s124939	chr3	98207510	98497627	290118	141	12.0
RG	s124939	chr3	121631736	122055389	423654	510	50.3
RG	s124939	chr3	125922484	126988701	1066218	814	52.8
RG	s124939	chr3	127003461	128480836	1477376	605	26.7
RG	s124939	chr3	128573234	129156656	583423	405	36.1
RG	s124939	chr3	129249616	129381200	131585	174	34.5
RG	s124939	chr3	129428412	132600344	3171933	1857	59.0
RG	s124939	chr3	132618541	133805747	1187207	659	58.0
RG	s124939	chr3	133864612	136568699	2704088	872	50.3
RG	s124939	chr3	136854420	138945515	2091096	789	22.6
RG	s124939	chr3	139163234	151440396	12277163	3727	58.0
RG	s124939	chr3	154187635	158802066	4614432	1395	56.4
RG	s124939	chr3	165046931	167465075	2418145	289	16.0
RG	s124939	chr3	175233891	179234033	4000143	294	12.0
RG	s124939	chr3	179740121	180602193	862073	154	5.8
RG	s125977	chr3	29281622	31576437	2294816	172	17.3
RG	s125984	chr3	101226158	101651101	424944	217	8.2
RG	s125984	chr3	125972113	126432954	460842	255	32.0
RG	s125984	chr3	126496102	127573432	1077331	381	18.0
RG	s125984	chr3	128341451	128861560	520110	128	21.7
RG	s125984	chr3	129488259	129567434	79176	160	30.2
RG	s125984	chr3	136283819	137764745	1480927	242	6.7
RG	s125984	chr3	146070657	146395932	325276	137	18.2
RG	s127470	chr3	9668640	9902449	233810	619	35.9
RG	s127470	chr3	14064563	14139133	74571	95	10.4
RG	s127470	chr3	19905519	21405915	1500397	298	54.3
RG	s127470	chr3	42730393	43032102	301710	178	17.9
RG	s127470	chr3	98732774	99790756	1057983	170	23.3
RG	s127470	chr3	100114861	100841938	727078	701	21.3
RG	s127470	chr3	119294756	119557451	262696	266	31.8
RG	s127470	chr3	126497986	127660264	1162279	631	37.6
RG	s127470	chr3	158460895	158802066	341172	288	33.5
RG	s127470	chr3	184426797	184684334	257538	81	12.2
RG	s127630	chr3	7561529	8619765	1058237	146	7.2
RG	s127630	chr3	9712495	9902449	189955	515	37.2
RG	s127630	chr3	10060327	10249148	188822	338	6.5
RG	s127630	chr3	14064563	14139133	74571	95	10.5
RG	s127630	chr3	19905519	21405915	1500397	297	54.8
RG	s127630	chr3	42730393	43032102	301710	168	17.9
RG	s127630	chr3	98756235	99790756	1034522	164	24.3
RG	s127630	chr3	100114861	100841938	727078	696	35.4
RG	s127630	chr3	151116206	154121853	3005648	620	26.7
RG	s127630	chr3	156514307	156677540	163234	78	17.0
RG	s127630	chr3	169663278	169919495	256218	233	23.8
RG	s127630	chr3	172633688	172889437	255750	145	9.5
RG	s127630	chr3	173117098	174859500	1742403	76	13.5
RG	s127630	chr3	192917559	193433679	516121	251	23.2
RG	s127630	chr3	196027292	196198232	170941	112	9.7
RG	s127637	chr3	10002773	10164866	162094	434	26.1
RG	s127637	chr3	14819019	15174704	355686	310	8.2
RG	s127637	chr3	25174428	39128202	13953775	4965	62.2
RG	s127637	chr3	39134085	42091414	2957330	896	43.9
RG	s127637	chr3	43303615	44710169	1406555	602	18.1
