human_gene_id,human_gene_disease_id,entrez_id,gene_symbol,gene_group_id,gene_group,inheritance_pattern,inheritance_type,main_class_type,additional_class_type,additional_class_type_d,main_class_type_g,additional_class_type_g,confidence_criteria_limit_no_patient,sysid_yes_no,disease_subtype,disease_type,alternative_names,additional_references,omim_disease,gene_review,haploinsufficiency_yes_no,clinical_synopsis,human_gene_disease_remark
1248,1626,9293,GPR52,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,"central nervous system malformation","central nervous system malformation",,26680650,NULL,NULL,0,"CNV in a fetus with brain malformation",
1249,1627,92181,UBTD2,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,"central nervous system malformation","central nervous system malformation",,26680650,NULL,NULL,0,"CNV in a fetus with brain malformation",
1250,1628,220134,SKA1,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,"central nervous system malformation","central nervous system malformation",,26680650,NULL,NULL,0,"CNV in a fetus with brain malformation",
1251,1629,55331,ACER3,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"LEUKODYSTROPHY, PROGRESSIVE, EARLY CHILDHOOD-ONSET; PLDECO","LEUKODYSTROPHY, PROGRESSIVE, EARLY CHILDHOOD-ONSET",,26792856,617762,NULL,0,"2 affected from 1 family: developmental regression at 6–13 months, leukodystrophy and peripheral neuropathy",
1252,1630,79753,SNIP1,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"PSYCHOMOTOR RETARDATION, EPILEPSY, AND CRANIOFACIAL DYSMORPHISM; PMRED","PSYCHOMOTOR RETARDATION, EPILEPSY, AND CRANIOFACIAL DYSMORPHISM; PMRED",,22279524,614501,NULL,0,"3 affected with homozygous missense: severe psychomotor retardation, intractable seizures, dysmorphic features, and a 'lumpy' skull surface, MRI anomalies",
1253,1631,28982,FLVCR1,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"POSTERIOR COLUMN ATAXIA WITH RETINITIS PIGMENTOSA; AXPC1","POSTERIOR COLUMN ATAXIA WITH RETINITIS PIGMENTOSA",,,609033,NULL,0,"ataxia, ID reported only in 1 individual",
1257,1639,116228,COX20,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 11; MC4DN11","MITOCHONDRIAL COMPLEX IV DEFICIENCY",,"24202787,31079202",619054,NULL,0,"same missense variant in 3 individuals: childhood-onset cerebellar ataxia, dystonia, and sensory axonal neuropathy, 1x motor and speech delay, 2x normal cognition; plus 2 sibs with peripheral neuropathy and mild ID",
1259,1641,1351,COX8A,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 15; MC4DN15","MITOCHONDRIAL COMPLEX IV DEFICIENCY",,,619059,NULL,0,"1 individual: scoliosis, kyphosis, developmental delay, spasticity, short staure, microcephaly, epilepsy, died with 12 years",
1261,1643,28958,COA3,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 14; MC4DN14","MITOCHONDRIAL COMPLEX IV DEFICIENCY",,,619058,NULL,0,"1 individual: delayed psychomotor development, exercise intolerance, peripheral neuropathy, short stature, obesity",
1264,1646,4715,NDUFB9,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 24; MC1DN24","MITOCHONDRIAL COMPLEX I DEFICIENCY",,,618245,NULL,0,"2 sibs: progressive hypotonia in infancy, increased serum lactat",
1266,1648,51103,NDUFAF1,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 11; MC1DN11","MITOCHONDRIAL COMPLEX I DEFICIENCY",,,618234,NULL,0,"2 patients: cardioencephaloymopathy, developmental delay, ID, 1x dead 1st year",
1268,1650,4705,NDUFA10,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 22; MC1DN22","MITOCHONDRIAL COMPLEX I DEFICIENCY",,"21150889,26741492",618243,NULL,0,"1 patient: delayed psychomotor development after normal neonatal period, hypotonia, increased serum and CSF lactate, periods of abnormal breathing, hypertrophic cardiomyopathy, MRI anomalies, early death, plus 1 patient with IUGR, lactic acidosis and pulmonary hypertension",
1269,1651,4704,NDUFA9,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 26; MC1DN26","MITOCHONDRIAL COMPLEX I DEFICIENCY",,,618247,NULL,0,"2 patients, 1 died, the other had progressive dystonia, but no intellectual deterioration",
1270,1652,79600,TCTN1,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"JOUBERT SYNDROME 13; JBTS13","JOUBERT SYNDROME",,,614173,NULL,0,"2 sibs and 1 fetus: brain malformations",
1271,1653,51524,TMEM138,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"JOUBERT SYNDROME 16; JBTS16","JOUBERT SYNDROME",,22282472,614465,NULL,0,"several families with Joubert syndrome, no info on ID",
1273,1655,11023,VAX1,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"MICROPHTHALMIA, SYNDROMIC 11; MCOPS11","MICROPHTHALMIA, SYNDROMIC",,,614402,NULL,0,"1 patient: microphthalmia, cleft lip and palate, global developmental delay",
1274,1656,652,BMP4,6,"ID candidate genes","Mendelian X-linked",dominant,NULL,NULL,,,,0,1,"MICROPHTHALMIA, SYNDROMIC 6; MCOPS6","MICROPHTHALMIA, SYNDROMIC",,21340693,607932,NULL,1,"many larger deletions, several intragenic, only 1-2 of them with delay or cognitive impairment",
1276,1658,51057,WDPCP,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"BARDET-BIEDL SYNDROME 15; BBS15","BARDET-BIEDL SYNDROME",,,615992,NULL,0,"1 patient",
1277,1659,11020,IFT27,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"BARDET-BIEDL SYNDROME 19; BBS19","BARDET-BIEDL SYNDROME",,,615996,NULL,0,"2 sibs: obesity, mild ID, polydactyly, renal failures, retinitis pigmentosa, hyposmia",
1281,1665,57082,KNL1,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"MICROCEPHALY 4, PRIMARY, AUTOSOMAL RECESSIVE; MCPH4","MICROCEPHALY, PRIMARY, AUTOSOMAL RECESSIVE",,,604321,NULL,0,"3 families with founder mutation, mechanism not clear: microcephaly, mild to moderate ID, poor growth in 1 family",
1283,1667,1763,DNA2,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,1,1,"SECKEL SYNDROME 8; SCKL8","SECKEL SYNDROME",,,615807,NULL,0,"2 affected from 1 family: short stature, severe microcephaly, global delay and ID, 1x kyhposcoliosis",
1283,2996,1763,DNA2,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,0,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 6; PEOA6","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT",,,615156,NULL,0,"muscle weakness, mtDNA deletions in muscle biopsy",
1284,1668,51199,NIN,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"SECKEL SYNDROME 7; SCKL7","SECKEL SYNDROME",,,614851,NULL,0,"2 sibs: severe growth retardation, microcephaly, developmental delay, seizures, hip dysplasia",
1285,1671,11041,B4GAT1,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 13; MDDGA13","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES)",,,615287,NULL,0,"1 family, neonatal or early lethal; brain malformation",
1288,1675,54344,DPM3,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Io; CDG1O","CONGENITAL DISORDER OF GLYCOSYLATION",,,612937,NULL,0,"1 patient: muscle weakness, stroke-like episode, low-normal IQ",
1289,1676,5236,PGM1,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE It; CDG1T","CONGENITAL DISORDER OF GLYCOSYLATION",,,614921,NULL,0,"19 patients: hapatopathy, muscle symptoms, cleft palate, many short stature, cardiomyopathy, no info on ID",
1290,1677,25839,COG4,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIj; CDG2J","CONGENITAL DISORDER OF GLYCOSYLATION",,,613489,NULL,0,"2 patients: failure to thrive, seizures, psychomotor retardation",
1290,2756,25839,COG4,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,0,"SAUL-WILSON SYNDROME; SWILS","SAUL-WILSON SYNDROME",,,618150,NULL,0,"skeletal dysplasia, developmental delay but later normal intelligence",
1344,1739,55780,ERMARD,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,"PERIVENTRICULAR NODULAR HETEROTOPIA 6; PVNH6","PERIVENTRICULAR HETEROTOPIA",,27087860,615544,NULL,0,"several CNVs in patients with developmental brain anomalies, 1 patient with de novo missense mutation",
1345,1740,8997,KALRN,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"intellectual disability","intellectual disability",,27421267,NULL,NULL,0,"2 sibs: ID, hypotonia, short stature, growth hormone deficiency, and delayed bone age",
1346,1741,3363,HTR7,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"intellectual disability","intellectual disability",,27380831,NULL,NULL,0,"ASD and ID",
1347,1742,11177,BAZ1A,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,"intellectual disability","intellectual disability",,"27328812,28135719,29388391",NULL,NULL,0,"1 patient with ID (plus 1 in DDD), de novo missense in 1 patient with brain malformation",
1349,1744,53616,ADAM22,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"epileptic encephalopathy","epileptic encephalopathy",,"27066583,30237576",NULL,NULL,0,"1 patient with ID (plus 1 in DDD), de novo missense in 1 patient with brain malformation",
1351,1746,54931,TRMT10C,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 30; COXPD30","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY",,27392079,616974,NULL,0,"2 unrelated patients, hypotonia, feeding difficulties, deafness, lactic acidosis, died age 5 months",
1352,1747,8318,CDC45,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"MEIER-GORLIN SYNDROME 7; MGORS7","MEIER-GORLIN SYNDROME",,"27374770,31474763",617063,NULL,0,"15 patients, short stature, microcephaly, dysmorphism, a- or hypoplastic patella, microtia, 3/15 mild or severe developmental delay; plus 5 patients with deletion 22q11.2 and hemiyzgous mutation in CDC45: variable malformations",
1354,1749,10846,PDE10A,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,0,"DYSKINESIA, LIMB AND OROFACIAL, INFANTILE-ONSET; IOLOD","DYSKINESIA, LIMB AND OROFACIAL, INFANTILE-ONSET",,27058446,616921,NULL,0,"infantile-onset dyskinesia, motor and speech delay, but normal cognition",
1354,1750,10846,PDE10A,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,0,"STRIATAL DEGENERATION, AUTOSOMAL DOMINANT 2; ADSD2","STRIATAL DEGENERATION, AUTOSOMAL DOMINANT",,27058447,616922,NULL,0,"normal cognition",
1355,1751,79705,LRRK1,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"syndromic disease","syndromic disease",,27055475,NULL,NULL,0,"1 patient, bone and skeletal anomalies, delayed psychomotor development",
1358,1754,79042,TSEN34,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"PONTOCEREBELLAR HYPOPLASIA, TYPE 2C; PCH2C","PONTOCEREBELLAR HYPOPLASIA",,,612390,NULL,0,"1 patient with progressive microcephaly, dyskinesia, chorea and epilepsy",
1360,1757,221785,ZSCAN25,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"intellectual disability","intellectual disability",,27457812,NULL,NULL,0,"missense variant in 3 affected from 1 family, ID",
1361,1758,10540,DCTN2,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"intellectual disability","intellectual disability",,27457812,NULL,NULL,0,"missense variant in 3 affected from 1 family, severe ID, ADHD, autism, epilepsy, hypotonia",
1363,1760,147968,CAPN12,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"intellectual disability","intellectual disability",,27457812,NULL,NULL,0,"fs variant in 2 affected from 1 family, moderate ID, speech delay, aggressivity, large ears",
1364,1761,11138,TBC1D8,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"intellectual disability","intellectual disability",,27457812,NULL,NULL,0,"missense variant in 4 affected from 1 family, no clinical data",
1365,1762,118490,MSS51,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"intellectual disability","intellectual disability",,27457812,NULL,NULL,0,"missense variant in 2 affected from 1 family, mild ID and aggressivity",
1366,1763,161357,MDGA2,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"intellectual disability","intellectual disability",,27457812,NULL,NULL,0,"splice  variant in 3 affected from 1 family, non-syndromic ID",
1366,2918,161357,MDGA2,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,"Developmental Disorder","Developmental Disorder",,30923172,NULL,NULL,0,"balanced translocation in a patient with ID, absent/delayed speech",
1367,1764,2331,FMOD,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"intellectual disability","intellectual disability",,27457812,NULL,NULL,0,"missense variant in 3 affected from 1 family, microcephaly",
1368,1765,25770,C22orf31,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"intellectual disability","intellectual disability",,27457812,NULL,NULL,0,"missense variant in 3 affected from 1 family, mild to moderate ID, epilepsy, aggressivity",
1370,1767,346525,OR2A12,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"intellectual disability","intellectual disability",,27457812,NULL,NULL,0,"missense variant in 2 affected from 1 family, moderate ID, epilepsy, aggressivity",
1371,1768,65985,AACS,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"intellectual disability","intellectual disability",,27457812,NULL,NULL,0,"missense variant in 2 affected from 1 family, moderate to severe ID, epilepsy, microcephaly",
1372,1769,199720,GGN,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"intellectual disability","intellectual disability",,27457812,NULL,NULL,0,"missense variant in 4 affected from 1 family, mild to severe ID, aggressivity, 1x epilepsy",
1373,1770,1955,MEGF9,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"intellectual disability","intellectual disability",,27457812,NULL,NULL,0,"missense variant in 2 affected from 1 family, moderate to severe ID, large ears",
1374,1771,58189,WFDC1,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"intellectual disability","intellectual disability",,27457812,NULL,NULL,0,"missense variant in 2 affected from 1 family, moderate ID, sleeping problems",
1375,1772,64863,METTL4,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"intellectual disability","intellectual disability",,27457812,NULL,NULL,0,"nonsense variant in 5 affected from 1 family, mild to severe ID, epilepsy, aggressivity",
1376,1773,118424,UBE2J2,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"intellectual disability","intellectual disability",,27457812,NULL,NULL,0,"fs variant in 2 affected from 1 family, mild to moderate ID",
1380,1777,9870,AREL1,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"intellectual disability","intellectual disability",,27457812,NULL,NULL,0,"missense  variant in 3 affected from 1 family, moderate ID, delayed CMS, behavioural anomalies",
1381,1778,23157,SEPTIN6,6,"ID candidate genes","Mendelian X-linked",recessive,NULL,NULL,,,,0,1,"intellectual disability","intellectual disability",,27457812,NULL,NULL,0,"missense variant in 3 affected from 1 family, midl ID, large ears, microcephaly",
1382,1779,53905,DUOX1,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"intellectual disability","intellectual disability",,27457812,NULL,NULL,0,"missense variant in 3 affected from 1 family, moderate ID, delayed CMS",
1383,1780,56301,SLC7A10,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"intellectual disability","intellectual disability",,27457812,NULL,NULL,0,"fs variant in 6 affected from 1 family, mild to moderate ID, spasticity, aggressivity",
1384,1781,80213,TM2D3,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"intellectual disability","intellectual disability",,27457812,NULL,NULL,0,"missense  variant in 2 affected from 1 family, mild to severe ID",
1385,1782,5995,RGR,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"intellectual disability","intellectual disability",,27457812,NULL,NULL,0,"missense variant in 3 affected from 1 family, moderate to severe ID, epilepsy",
1386,1783,5577,PRKAR2B,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"intellectual disability","intellectual disability",,27457812,NULL,NULL,0,"missense variant in 2 affected from 1 family, moderate ID, behavioural anomalies, epilepsy",
1387,1784,10020,GNE,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"intellectual disability","intellectual disability",,"27457812,32053088",NULL,NULL,0,"missense variant in 3 affected from 1 family, non-syndromic ID, plus study from Pakistan: ID in sialuria",
1387,1785,10020,GNE,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,0,"NONAKA MYOPATHY; NM","NONAKA MYOPATHY",,,605820,NULL,0,,
